arxiv_id,title,authors,year,venue,perspective,categories,contribution_type,relevance_to_RP,found_by_count,pdf_filename,url
2305.04032,ToolCoder: Teach Code Generation Models to use API search tools,Kechi Zhang et al.,2023,arXiv preprint,SE,knowledge-grounded-codegen; api-knowledge; retrieval-augmented; structure-aware-codegen,Method,"ToolCoder's API-search-augmented generation directly informs TAC-Graph's Z (Spatial) axis by demonstrating how external API/library knowledge can be injected into code synthesis, analogous to querying the call-graph and dependency layers of the tensor. Its tool-use paradigm also connects to the Y (Agentic) axis, where read/search operations over API indexes mirror agent trajectories that TAC-Graph seeks to represent and optimize.",1,2305.04032.pdf,https://arxiv.org/abs/2305.04032
2401.07339,CodeAgent: Enhancing Code Generation with Tool-Integrated Agent Systems for Real-World Repo-level Coding Challenges,Kechi Zhang et al.,2024,ACL 2024,SE,repo-level-codegen; coding-agent; api-knowledge; swe-benchmark,Method; Benchmark,"CodeAgent's tool-integrated agent system — using symbol navigation and repository interaction tools — directly corresponds to TAC-Graph's Y (Agentic) axis, where agent read/search/write ops form trajectory data. The benchmark of real-world repo-level tasks also informs the Z (Spatial) axis by requiring structural understanding of file dependencies and API call graphs.",1,2401.07339.pdf,https://arxiv.org/abs/2401.07339
2410.18251,Context-Augmented Code Generation Using Programming Knowledge Graphs,Iman Saberi et al.,2024,arXiv preprint,SE,knowledge-grounded-codegen; retrieval-augmented; code-graph; structure-aware-codegen,Method,"This paper's Programming Knowledge Graph for semantic code retrieval directly informs TAC-Graph's Z (Spatial) axis, where API/call-graph structure can serve as prior knowledge to ground context-aware code generation. The tree-pruning and re-ranking strategies for filtering retrieved context are relevant to TAC-Graph's Form A DSL query design, where precise context selection across the tensor's axes is a core challenge.",1,2410.18251.pdf,https://arxiv.org/abs/2410.18251
2505.14394,Knowledge Graph Based Repository-Level Code Generation,"Mihir Athale, Vishal Vaddina",2025,arXiv preprint,SE,repo-level-codegen; knowledge-grounded-codegen; code-graph; retrieval-augmented,Method; Benchmark,"This paper's knowledge graph representation of repository structure aligns directly with TAC-Graph's spatial (Z) axis, capturing file dependencies and structural relationships that form the code-graph layer. Its focus on evolving codebases and the Evolutionary Code Benchmark also connects to the temporal (X) axis, making it relevant to how TAC-Graph projects historical changes into structure-aware context for agents.",1,2505.14394.pdf,https://arxiv.org/abs/2505.14394
2406.14497,CodeRAG-Bench: Can Retrieval Augment Code Generation?,Zora Zhiruo Wang et al.,2024,arXiv preprint,SE,retrieval-augmented; knowledge-grounded-codegen; api-knowledge; repo-level-codegen,Benchmark; Task-definition,"CodeRAG-Bench directly informs TAC-Graph's Form A (DSL-based query) by establishing how external knowledge sources — documentation, tutorials, and repositories — can be retrieved to ground code generation, analogous to how the Spatial (Z) and Temporal (X) axes of TAC-Graph supply retrieved context. The benchmark's evaluation of retrieval quality and generator utilization maps onto the challenge of effectively querying the 3D tensor to surface the right historical and structural context for a coding agent.",1,2406.14497.pdf,https://arxiv.org/abs/2406.14497
2512.00380,Knowledge-Graph-Driven Data Synthesis for Low-Resource Software Development: A HarmonyOS Case Study,Mingwei Liu et al.,2025,arXiv preprint,SE,knowledge-grounded-codegen; api-knowledge; code-graph; structure-aware-codegen,Method; Benchmark,"This paper directly informs TAC-Graph's Z (Spatial) axis by demonstrating how API knowledge graphs can be structurally mined and injected into code generation pipelines, analogous to TAC-Graph's ""history-aware AST"" that injects structured context. The KG-grounded data synthesis approach also parallels TAC-Graph Form A's goal of querying precise API/structural context to guide agent code generation.",1,2512.00380.pdf,https://arxiv.org/abs/2512.00380
2603.07581,KCoEvo: A Knowledge Graph Augmented Framework for Evolutionary Code Generation,Jiazhen Kang et al.,2026,DASFAA 2026 Industry Track,SE,knowledge-grounded-codegen; api-knowledge; software-evolution; code-graph,Method,"KCoEvo's API knowledge graphs capturing version transitions directly maps to TAC-Graph's Temporal (X) axis, providing a concrete instantiation of how API evolution history can be encoded as a graph structure. The knowledge-grounded generation approach aligns with TAC-Graph's Form A DSL vision where structured historical context (here API evolution paths) is queried to inform code generation.",1,2603.07581.pdf,https://arxiv.org/abs/2603.07581
2003.05620,CC2Vec: Distributed Representations of Code Changes,Thong Hoang et al.,2020,ICSE 2020,SE,code-change-representation; mining-software-repos; defect-prediction; software-evolution,Method; Baseline,"CC2Vec directly supports TAC-Graph's Temporal (X) axis by providing a principled embedding of git diffs and commit changes, which can serve as feature vectors on commit nodes in the tensor. Its hierarchical diff representations are also relevant to the Task Untangling downstream task, where distinguishing bug-fix patches from feature commits requires precisely the kind of semantically grounded code-change embeddings CC2Vec produces.",2,2003.05620.pdf,https://arxiv.org/abs/2003.05620
2403.11079,Bridging Expert Knowledge with Deep Learning Techniques for Just-In-Time Defect Prediction,Xin Zhou et al.,2024,arXiv preprint,SE,mining-software-repos; defect-prediction; code-change-representation; software-evolution,Method,"This paper models commits along the Temporal (X) axis of TAC-Graph by extracting and fusing both hand-crafted expert features and semantic deep representations from commit changes, directly informing code-change representation for defect-related temporal signals. Its JIT defect prediction objective aligns with TAC-Graph's Task Untangling downstream direction, where distinguishing bug-fix from feature commits in git history is critical.",1,2403.11079.pdf,https://arxiv.org/abs/2403.11079
2410.12107,Just-In-Time Software Defect Prediction via Bi-modal Change Representation Learning,Yuze Jiang et al.,2024,Journal of Systems and Software,SE,defect-prediction; code-change-representation; mining-software-repos; software-evolution,Method,"This paper directly addresses TAC-Graph's Temporal (X) axis by learning bi-modal representations from commit-level code changes and commit messages, which are core inputs to the temporal dimension of the TAC-Graph tensor. The bi-modal change embeddings could inform code-change representation in the cross-dimension projection that fuses git history into the history-aware AST.",1,2410.12107.pdf,https://arxiv.org/abs/2410.12107
2110.05371,Graph-Based Machine Learning Improves Just-in-Time Defect Prediction,Jonathan Bryan et al.,2023,PLoS ONE,SE,defect-prediction; mining-software-repos; code-change-representation; software-evolution,Method; Benchmark,"The paper's contribution graphs mined from commit history (developer-file relationships) directly instantiate TAC-Graph's temporal (X) axis by encoding code evolution as a graph structure. Its just-in-time defect prediction framing aligns with TAC-Graph's downstream Task Untangling and Trajectory Optimization tasks, where distinguishing defect-prone commits from safe ones is a natural application.",1,2110.05371.pdf,https://arxiv.org/abs/2110.05371
2308.05060,Evaluating SZZ Implementations: An Empirical Study on the Linux Kernel,Yunbo Lyu et al.,2023,IEEE Transactions on Software Engineering,SE,mining-software-repos; software-evolution; defect-prediction; commit-untangling,Method; Benchmark; Metric,"SZZ directly operationalizes the Temporal axis of TAC-Graph by tracing bug-inducing commits across git history, providing a baseline algorithm and ground-truth dataset for linking defect lifecycles to code changes. TC-SZZ's function- and file-level change tracing maps naturally onto the spatial granularity layers of the TAC-Graph tensor, relevant to Task Untangling and temporal commit-graph construction.",1,2308.05060.pdf,https://arxiv.org/abs/2308.05060
1502.06757,Untangling Fine-Grained Code Changes,Martín Dias et al.,2015,arXiv preprint,SE,commit-untangling; mining-software-repos; code-change-representation; software-evolution,Method; Benchmark,"This paper directly addresses TAC-Graph's Task Untangling downstream direction, providing both a method and dataset for separating tangled commits into atomic units along the temporal (X) axis. The fine-grained code change representation it employs is foundational for building accurate commit-level nodes in the TAC-Graph tensor.",2,1502.06757.pdf,https://arxiv.org/abs/1502.06757
2505.08263,LLM-Based Detection of Tangled Code Changes for Higher-Quality Method-Level Bug Datasets,Md Nahidul Islam Opu et al.,2025,arXiv preprint,SE,commit-untangling; mining-software-repos; software-evolution; defect-prediction,Method; Benchmark,"This paper directly addresses the TAC-Graph Task Untangling downstream direction by providing an LLM-based method to disentangle tangled commits along the Temporal (X) axis, producing cleaner commit-level annotations. The evaluation across 49 projects and the use of commit messages plus code diffs as joint signals aligns with TAC-Graph's cross-dimension projection between git history and code structure.",2,2505.08263.pdf,https://arxiv.org/abs/2505.08263
2302.03924,CCRep: Learning Code Change Representations via Pre-Trained Code Model and Query Back,Zhongxin Liu et al.,2023,ICSE 2023,SE,code-change-representation; mining-software-repos; software-evolution; defect-prediction,Method,"CCRep directly addresses the Temporal axis of TAC-Graph by producing dense embeddings of code changes (diffs/commits), which could serve as edge or node features along the git-history dimension. Its query-back mechanism for isolating changed fragments is relevant to Task Untangling and commit-level representation in the 3D tensor.",1,2302.03924.pdf,https://arxiv.org/abs/2302.03924
2305.10785,CCT5: A Code-Change-Oriented Pre-Trained Model,Bo Lin et al.,2023,arXiv preprint,SE,code-change-representation; mining-software-repos; software-evolution; commit-untangling,Method; Benchmark,"CCT5 directly informs TAC-Graph's Temporal (X) axis by demonstrating how pre-training on large-scale commit-diff pairs yields rich representations of code evolution, which can seed the history-aware AST and cross-dimension projections. Its code-change pre-training tasks and evaluation benchmarks for review/maintenance are directly reusable as baselines for TAC-Graph's Task Untangling downstream direction.",1,2305.10785.pdf,https://arxiv.org/abs/2305.10785
1608.00092,DeepSoft: A Vision for a Deep Model of Software,Hoa Khanh Dam et al.,2016,FSE 2016,SE,mining-software-repos; software-evolution; code-change-representation; program-comprehension,Theory; Task-definition,"DeepSoft's vision of learning temporal patterns from software evolution history directly parallels TAC-Graph's X (Temporal) axis, motivating sequence-based representations of commit and change history. Its framing of predictive analytics over evolving codebases also aligns with TAC-Graph's downstream Trajectory Optimization task.",1,1608.00092.pdf,https://arxiv.org/abs/1608.00092
2604.00787,The Rise of Language Models in Mining Software Repositories: A Survey,Miguel Romero-Arjona et al.,2026,arXiv preprint,SE,mining-software-repos; software-evolution; code-change-representation; defect-prediction,Benchmark; Theory,"This survey maps how LMs process repository artifacts (commits, diffs, bug reports) directly informing the Temporal (X) axis of TAC-Graph, and its taxonomy of MSR tasks (e.g., defect prediction, commit analysis) provides a structured baseline for the Task Untangling and code-change-representation components of the project.",1,2604.00787.pdf,https://arxiv.org/abs/2604.00787
2011.06244,A Fine-grained Data Set and Analysis of Tangling in Bug Fixing Commits,Steffen Herbold et al.,2021,Empirical Software Engineering,SE,commit-untangling; mining-software-repos; software-evolution; code-change-representation,Benchmark; Task-definition,This paper directly informs TAC-Graph's Task Untangling downstream direction by quantifying how pervasive tangled commits are and providing a fine-grained labeled dataset for training/evaluating untangling methods on the Temporal axis. The noise analysis also motivates robust commit-level representations in the X-axis of the TAC-Graph tensor.,1,2011.06244.pdf,https://arxiv.org/abs/2011.06244
2601.01233,Atomizer: An LLM-based Collaborative Multi-Agent Framework for Intent-Driven Commit Untangling,Kangchen Zhu et al.,2026,ICSE 2026,SE,commit-untangling; coding-agent; mining-software-repos; software-evolution,Method,"Atomizer directly addresses TAC-Graph's Task Untangling downstream direction by showing how LLM agents can decompose tangled commits using semantic intent, complementing the Temporal (X) axis's need to disentangle mixed bug-fix+feature commits. Its multi-agent grouper/reviewer loop also informs the Agentic (Y) axis's trajectory optimization, illustrating how contrasting successful vs. failed decomposition attempts can guide agent search pruning.",1,2601.01233.pdf,https://arxiv.org/abs/2601.01233
2601.21298,Detecting Multiple Semantic Concerns in Tangled Code Commits,Beomsu Koh et al.,2026,arXiv preprint (submitted to Empirical Software Engineering),SE,commit-untangling; mining-software-repos; code-change-representation; software-evolution,Method; Benchmark,Directly addresses the TAC-Graph Task Untangling downstream direction — identifying multiple semantic concerns within a single tangled commit is the core decomposition problem that TAC-Graph's Temporal axis (git history) and cross-dimension projections aim to solve. The multi-label framing and use of commit messages as semantic signals align with how TAC-Graph fuses commit metadata with code structure to disentangle concurrent changes.,2,2601.21298.pdf,https://arxiv.org/abs/2601.21298
2105.14242,CommitBERT: Commit Message Generation Using Pre-Trained Programming Language Model,Tae-Hwan Jung,2021,arXiv preprint,SE,code-change-representation; mining-software-repos; software-evolution; commit-untangling,Method; Benchmark,"CommitBERT directly addresses the Temporal (X) axis of TAC-Graph by learning representations of code diffs and mapping them to semantic commit summaries, providing a pre-training foundation for encoding git history into the tensor. Its large-scale commit dataset and diff-encoding approach are directly applicable to the Task Untangling downstream direction, where distinguishing bug-fix vs. feature changes in tangled commits is required.",1,2105.14242.pdf,https://arxiv.org/abs/2105.14242
2203.09095,Automating Code Review Activities by Large-Scale Pre-training,Zhiyu Li et al.,2022,ESEC/FSE 2022,SE,code-change-representation; mining-software-repos; software-evolution; structure-aware-codegen,Method; Benchmark,"CodeReviewer's code-change representations and pre-training tasks over diffs directly inform TAC-Graph's X (Temporal) axis, providing learned encodings for commits and edits that could seed history-aware AST nodes. Its multilingual benchmark of code changes and review comments is also a candidate evaluation corpus for TAC-Graph's Task Untangling downstream direction.",1,2203.09095.pdf,https://arxiv.org/abs/2203.09095
2109.00859,CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation,Yue Wang et al.,2021,EMNLP 2021,SE,structure-aware-codegen; knowledge-grounded-codegen; defect-prediction; code-change-representation,Method; Baseline,"CodeT5's identifier-aware pre-training and encoder-decoder architecture provides a relevant baseline for TAC-Graph's Spatial (Z) axis, where code structure and semantics need to be encoded; its code understanding capabilities could inform how the TAC-Graph's implicit Form B (Graph-VAE) compresses code embeddings. It also serves as a potential backbone for downstream tasks like commit untangling that require semantic code representations.",1,2109.00859.pdf,https://arxiv.org/abs/2109.00859
1810.13337,Learning to Represent Edits,Pengcheng Yin et al.,2019,ICLR 2019,SE,code-change-representation; software-evolution; mining-software-repos; structure-aware-codegen,Method,"Directly addresses TAC-Graph's X (Temporal) axis by learning dense representations of code edits/commits that capture structural and semantic change patterns, enabling cross-dimension projection of edit history into the code graph. The edit encoder architecture is a natural building block for encoding diff sequences along the temporal axis of the TAC tensor.",1,1810.13337.pdf,https://arxiv.org/abs/1810.13337
2108.06645,On Multi-Modal Learning of Editing Source Code,Saikat Chakraborty et al.,2021,ASE 2021,SE,code-change-representation; mining-software-repos; structure-aware-codegen; software-evolution,Method; Baseline,"MODIT's multi-modal fusion of edit location, code context, and commit messages directly parallels TAC-Graph's Temporal (commit/diff) and Spatial (code structure) axes, offering a concrete baseline for cross-dimension projection. Its use of commit messages as a natural-language proxy for developer intent is also relevant to TAC-Graph's Agentic axis, where chain-of-thought traces encode similar intent signals.",1,2108.06645.pdf,https://arxiv.org/abs/2108.06645
2208.05446,CoditT5: Pretraining for Source Code and Natural Language Editing,Jiyang Zhang et al.,2022,ASE 2022,SE,code-change-representation; software-evolution; mining-software-repos; structure-aware-codegen,Method; Baseline,CoditT5's edit-aware pretraining directly informs TAC-Graph's Temporal axis by providing a principled way to encode diffs and code changes as structured edits rather than raw token sequences. Its application to bug fixing and code review aligns with TAC-Graph's Task Untangling and Trajectory Optimization downstream tasks.,1,2208.05446.pdf,https://arxiv.org/abs/2208.05446
1901.09102,On Learning Meaningful Code Changes via Neural Machine Translation,Michele Tufano et al.,2019,ICSE 2019,SE,code-change-representation; mining-software-repos; software-evolution; commit-untangling,Method; Benchmark,"This paper provides foundational techniques for learning code-change representations from commit histories, directly supporting TAC-Graph's Temporal (X) axis by modeling how code evolves across commits. The learned change patterns are also relevant to the Task Untangling downstream direction, as distinguishing bug-fix vs. refactoring edits aligns with splitting tangled commits.",1,1901.09102.pdf,https://arxiv.org/abs/1901.09102
2309.15474,CCBERT: Self-Supervised Code Change Representation Learning,Xin Zhou et al.,2023,ICSME 2023,SE,code-change-representation; mining-software-repos; software-evolution; graph-ssl,Method; Baseline,"CCBERT directly addresses the Temporal (X) axis of TAC-Graph by learning representations of code changes (diffs/edits) from git history, providing a potential encoder for commit-level embeddings in the tensor. Its self-supervised objectives over token-level edit operations could inform how TAC-Graph encodes fine-grained change semantics when fusing the temporal axis with the spatial (AST/code-structure) axis.",1,2309.15474.pdf,https://arxiv.org/abs/2309.15474
2106.02087,Unsupervised Learning of General-Purpose Embeddings for Code Changes,Mikhail Pravilov et al.,2021,arXiv preprint,SE,code-change-representation; software-evolution; mining-software-repos; commit-untangling,Method; Baseline,"This paper directly addresses the Temporal (X) axis of TAC-Graph by learning dense embeddings of code changes/diffs, which could serve as node or edge features when constructing the temporal layer of the tensor. The unsupervised pre-training paradigm for edit representations is also relevant to Task Untangling, one of TAC-Graph's downstream tasks.",1,2106.02087.pdf,https://arxiv.org/abs/2106.02087
2204.10006,M3triCity: Visualizing Evolving Software & Data Cities,Susanna Ardigò et al.,2022,ICSE 2022 (Demonstrations Track),HCI/Security,software-visualization; 3d-visualization; software-evolution; program-comprehension,Method,"Directly addresses TAC-Graph's X (Temporal) and Z (Spatial) axes by visualizing code structure evolution over git history in 3D, making the city-metaphor approach a concrete reference point for the representation's spatial and temporal dimensions. Its inclusion of data-access patterns (DB/file interactions) also parallels TAC-Graph's call/API-graph layer in the Z axis.",1,2204.10006.pdf,https://arxiv.org/abs/2204.10006
2003.00643,A Systematic Literature Review of Modern Software Visualization,Noptanit Chotisarn et al.,2020,The Visual Computer (DOI: 10.1007/s12650-020-00647-w),HCI/Security,software-visualization; 3d-visualization; program-comprehension; software-evolution,Baseline,"This SLR maps the design space of software structure, behavior, and evolution visualizations—directly informing how TAC-Graph's three axes (Spatial/AST, Agentic, Temporal/git) can be rendered and interacted with. It serves as a baseline survey for justifying novel visualization forms (e.g., 3D code city + evolution overlay) in the TAC-Graph proposal.",1,2003.00643.pdf,https://arxiv.org/abs/2003.00643
2408.08141,Visual Integration of Static and Dynamic Software Analysis in Code Reviews via Software City Visualization,Alexander Krause-Glau et al.,2024,VISSOFT 2024,HCI/Security,software-visualization; 3d-visualization; program-comprehension; software-evolution,Method,"This paper directly addresses the Z (Spatial) axis of TAC-Graph by visualizing static structure (AST/call graphs) and the X (Temporal) axis by integrating git history and software evolution into a 3D city metaphor, making it a concrete prior art for cross-dimension projection of structural and historical code information. The code-review-focused integration with issue tracking and git hosting also aligns with TAC-Graph's Task Untangling downstream direction.",1,2408.08141.pdf,https://arxiv.org/abs/2408.08141
2408.16777,Collaborative Design and Planning of Software Architecture Changes via Software City Visualization,Alexander Krause-Glau et al.,2024,VISSOFT 2024,HCI/Security,software-visualization; 3d-visualization; program-comprehension; software-evolution,Method,"This paper directly informs TAC-Graph's spatial (Z) axis by demonstrating how 3D software city metaphors can expose structural and architectural relationships in a codebase, complementing the explicit GraphQL-like DSL query form (Form A). The collaborative planning angle also suggests downstream utility for the Trajectory Optimization task, where shared visualization could help developers reason about structural changes over time.",1,2408.16777.pdf,https://arxiv.org/abs/2408.16777
2412.16061,On the Impact of 3D Visualization of Repository Metrics in Software Engineering Education,Dario Di Dario et al.,2024,SANER 2025 Registered Report Track,HCI/Security,software-visualization; 3d-visualization; mining-software-repos; program-comprehension,Method; Benchmark,"This paper's 3D visualization of repository metrics directly informs the spatial (Z) and temporal (X) axes of TAC-Graph by demonstrating how immersive, multi-dimensional views of code evolution data can aid comprehension. The controlled experiment framework offers a benchmark methodology for evaluating how well TAC-Graph's representations (e.g., history-aware AST, code city views) support developer understanding.",1,2412.16061.pdf,https://arxiv.org/abs/2412.16061
2504.18238,SecCityVR: Visualization and Collaborative Exploration of Software Vulnerabilities in Virtual Reality,Dennis Wüppelman et al.,2025,EASE 2025 (29th International Conference on Evaluation and Assessment in Software Engineering),HCI/Security,software-visualization; 3d-visualization; security-visualization; program-comprehension,Method,"SecCityVR's use of the code city metaphor with integrated call graphs is directly relevant to TAC-Graph's spatial (Z) axis, demonstrating how structural code relationships (API/call graphs) can be rendered in 3D immersive environments. Its vulnerability-centric spatial layout also informs how TAC-Graph could support security-focused downstream tasks by projecting code-structure data into navigable 3D representations.",1,2504.18238.pdf,https://arxiv.org/abs/2504.18238
2310.11301,Source Code Comprehension: A Contemporary Definition and Conceptual Model for Empirical Investigation,Marvin Wyrich,2023,arXiv preprint,HCI/Security,program-comprehension; software-visualization; code-graph,Theory; Task-definition,"This paper's formal model of how developers comprehend source code directly informs the Z (Spatial) axis of TAC-Graph by grounding what structural representations (AST, call graphs, DFG/CFG) actually support human understanding. It also motivates the Form A DSL design: knowing what cognitive goals drive comprehension helps specify what a Query(Target, History, Agent_Trace) interface should surface.",1,2310.11301.pdf,https://arxiv.org/abs/2310.11301
2304.09301,Developers' Visuo-spatial Mental Model and Program Comprehension,Abir Bouraffa et al.,2023,ICSE 2023,HCI/Security,program-comprehension; software-visualization; code-as-image; 3d-visualization,Benchmark; Theory,"This study provides empirical grounding for TAC-Graph's Z (spatial) axis by examining how developers build and use mental models of code structure, directly informing design choices for spatial code representations. The canvas-based visualization paradigm aligns with TAC-Graph's goal of making code topology navigable across temporal and structural dimensions.",1,2304.09301.pdf,https://arxiv.org/abs/2304.09301
2405.06271,Code Compass: A Study on the Challenges of Navigating Unfamiliar Codebases,Ekansh Agrawal et al.,2024,arXiv preprint,HCI/Security,program-comprehension; software-visualization; code-graph; mining-software-repos,Method; Benchmark,"This work characterizes how developers navigate and comprehend unfamiliar code, directly informing the Z (Spatial) axis of TAC-Graph—specifically how context-aware structural and documentation signals can be surfaced to agents or developers. The IDE visualization and context-aware suggestion approach aligns with TAC-Graph Form A (QueryDSL) by motivating what information a coding agent needs to extract from the code graph to reduce navigation friction.",1,2405.06271.pdf,https://arxiv.org/abs/2405.06271
2210.05506,Follow-up Attention: An Empirical Study of Developer and Neural Model Code Exploration,Matteo Paltenghi et al.,2022,IEEE Transactions on Software Engineering,HCI/Security,program-comprehension; code-as-image; software-visualization; agent-trajectory,Method; Benchmark,"This paper's eye-tracking data and follow-up attention metric characterize how developers navigate code spatially, directly informing the Agentic (Y) axis of TAC-Graph by grounding agent read/explore operations in empirically observed human code-traversal patterns. The alignment (and gaps) between developer gaze and model attention also bears on Form B's graph-VAE embeddings, suggesting which structural regions should be weighted in latent representations.",1,2210.05506.pdf,https://arxiv.org/abs/2210.05506
2402.14096,EyeTrans: Merging Human and Machine Attention for Neural Code Summarization,Yifan Zhang et al.,2024,arXiv preprint,HCI/Security,program-comprehension; code-as-image; structure-aware-codegen; software-visualization,Method,"Human gaze patterns from eye-tracking encode how developers spatially navigate and prioritize code, which directly informs the Z (spatial/structural) axis of TAC-Graph by revealing which AST nodes and code regions humans attend to. Fusing these human attention signals with machine attention could guide the cross-dimension projection step in TAC-Graph, enriching the history-aware AST with perceptual saliency weights.",1,2402.14096.pdf,https://arxiv.org/abs/2402.14096
